label,text
0,"sorry,in meeting i'll call later"
0,gd luck 4 ur exams :-)
0,"babe, i'm back ... come back to me ..."
0,ok both our days. so what are you making for dinner tonite? am i invited?
0," came to look at the flat, seems ok, in his 50s? * is away alot wiv work. got woman coming at 6.30 too."
0,but i dint slept in afternoon.
0,"sorry to trouble u again. can buy 4d for my dad again? 1405, 1680, 1843. all 2 big 1 small, sat n sun. thanx."
0,what time is ur flight tmr?
1,romcapspam everyone around should be responding well to your presence since you are so warm and outgoing. you are bringing in a real breath of sunshine.
0,with my sis lor... we juz watched italian job.
1,guess who am i?this is the first time i created a web page www.asjesus.com read all i wrote. i'm waiting for your opinions. i want to be your friend 1/1
0,"you have come into my life and brought the sun ..shiny down on me, warming my heart. putting a constant smile on my face ... making me feel loved and cared for"
0,"i sent my scores to sophas and i had to do secondary application for a few schools. i think if you are thinking of applying, do a research on cost also. contact joke ogunrinde, her school is one me the less expensive ones"
0,i jus reached home. i go bathe first. but my sis using net tell u when she finishes k...
0,"al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? hav 2go, thanx.xx"
0,i have to take exam with in march 3
0,petey boy whereare you me and all your friendsare in thekingshead come down if you canlove nic
0,when did i use soc... i use it only at home... ü dunno how 2 type it in word ar...
0,i dont. can you send it to me. plus how's mode.
0,i love to cuddle! i want to hold you in my strong arms right now...
0,but i'm really really broke oh. no amount is too small even  &lt;#&gt; 
0,lovely smell on this bus and it ain't tobacco... 
0,"aiyo... u always c our ex one... i dunno abt mei, she haven reply... first time u reply so fast... y so lucky not workin huh, got bao by ur sugardad ah...gee.. "
1,+449071512431 urgent! this is the 2nd attempt to contact u!u have won £1250 call 09071512433 b4 050703 t&csbcm4235wc1n3xx. callcost 150ppm mobilesvary. max£7. 50
0,taka lor. wat time u wan 2 come n look 4 us?
0,alrite jod hows the revision goin? keris bin doin a smidgin. n e way u wanna cum over after college?xx
0,ü go home liao? ask dad to pick me up at 6...
0,i'm not coming home 4 dinner.
0,"haven't seen my facebook, huh? lol!"
0,there's no point hangin on to mr not right if he's not makin u happy
0,sorry to be a pain. is it ok if we meet another night? i spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. sorry. 
0,"that would be good … i'll phone you tomo lunchtime, shall i, to organise something?"
0,"yeh i am def up4 something sat,just got payed2day & i havbeen given a£50 pay rise 4my work & havebeen made preschoolco-ordinator 2i am feelingood luv"
0,"k, text me when you're on the way"
0,how tall are you princess?
0,sent me de webadres for geting salary slip
0,miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though i am miles away from u.. :-)keep smiling.. good nyt
0,how stupid to say that i challenge god.you dont think at all on what i write instead you respond immed.
0,1's finish meeting call me.
0,"i just lov this line: ""hurt me with the truth, i don't mind,i wil tolerat.bcs ur my someone..... but, never comfort me with a lie"" gud ni8 and sweet dreams"
0,at home watching tv lor.
0,i cant pick the phone right now. pls send a message
0,"hm good morning, headache anyone? :-)"
1,"urgent! your mobile no 077xxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach you! call 09066362206 asap! box97n7qp, 150ppm"
0,no no. i will check all rooms befor activities
1,get your garden ready for summer with a free selection of summer bulbs and seeds worth £33:50 only with the scotsman this saturday. to stop go2 notxt.co.uk
0,u really pig leh sleep so much. my dad wake me up at 10 smth 2 eat lunch today.
0,there are many company. tell me the language.
0,printer is cool. i mean groovy. wine is groovying
1,"reminder from o2: to get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode"
0,r u in this continent?
0,"sir, i need velusamy sir's date of birth and company bank facilities details."
1,you are a winner u have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
0,tmr timin still da same wat cos i got lesson until 6...
0,no..its ful of song lyrics..
0,its posible dnt live in  &lt;#&gt; century cm frwd n thnk different
0,i'm doing da intro covers energy trends n pros n cons... brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..
0,nah im goin 2 the wrks with j wot bout u?
1,here is your discount code rp176781. to stop further messages reply stop. www.regalportfolio.co.uk. customer services 08717205546
0,da my birthdate in certificate is in april but real date is today. but dont publish it. i shall give you a special treat if you keep the secret. any way thanks for the wishes
1,"january male sale! hot gay chat now cheaper, call 08709222922. national rate from 1.5p/min cheap to 7.8p/min peak! to stop texts call 08712460324 (10p/min)"
0,i have printed it oh. so  &lt;#&gt;  come upstairs
0,but you dint in touch with me.
0,one small prestige problem now.
0,understand. his loss is my gain :) so do you work? school?
0,okay same with me. well thanks for the clarification
0,thanx 4 puttin da fone down on me!!
0,you still around? i could use a half-8th
0,boy you best get yo ass out here quick
0,thanx u darlin!im cool thanx. a few bday drinks 2 nite. 2morrow off! take care c u soon.xxx
0,howz pain.it will come down today.do as i said ystrday.ice and medicine.
0,convey my regards to him
0,"spoke with uncle john today. he strongly feels that you need to sacrifice to keep me here. he's going to call you. when he does, i beg you to just listen. dont make any promises or make it clear things are not easy. and i need you to please let us work things out. as long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part."
0,try to do something dear. you read something for exams
1,ringtone club: get the uk singles chart on your mobile each week and choose any top quality ringtone! this message is free of charge.
1,dear u've been invited to xchat. this is our final attempt to contact u! txt chat to 86688 150p/msgrcvdhg/suite342/2lands/row/w1j6hl ldn 18 yrs
0,i surely dont forgot to come:)i will always be in touch in with you:-)
0,"nah can't help you there, i've never had an iphone"
0,i am at the gas station. go there.
1,500 free text msgs. just text ok to 80488 and we'll credit your account
0,(you didn't hear it from me)
0,are you still playing with gautham?
1,free for 1st week! no1 nokia tone 4 ur mob every week just txt nokia to 87077 get txting and tell ur mates. zed pobox 36504 w45wq norm150p/tone 16+
1,"this weeks savamob member offers are now accessible. just call 08709501522 for details! savamob, pobox 139, la3 2wu. only £1.50/week. savamob - offers mobile!"
0,i meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night
0,stupid.its not possible
0,"fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
0,u sick still can go shopping?
0,pls speak with me. i wont ask anything other then you friendship.
0,hi its jess i dont know if you are at work but call me when u can im at home all eve. xxx
0,merry christmas to u too annie!
0,dun need to use dial up juz open da browser n surf...
0,"i do know what u mean,  is the king of not havin credit! i'm goin2bed now. night night sweet! only1more sleep! "
0,when u wana see it then
0,"ill call u 2mrw at ninish, with my address that icky american freek wont stop callin me 2 bad jen k eh?"
0,aiyar hard 2 type. u later free then tell me then i call n scold n tell u.
0,heart is empty without love.. mind is empty without wisdom.. eyes r empty without dreams &amp; life is empty without frnds.. so alwys be in touch. good night &amp; sweet dreams
1,todays voda numbers ending 7548 are selected to receive a $350 award. if you have a match please call 08712300220 quoting claim code 4041 standard rates app
0,lol i would but my mom would have a fit and tell the whole family how crazy and terrible i am
0,ok...
0,you are gorgeous! keep those pix cumming :) thank you!
0,so is there anything specific i should be doing with regards to jaklin or what because idk what the fuck
0,i'll probably be around mu a lot
0,when are you going to ride your bike?
0,hcl chennai requires freshers for voice process.excellent english needed.salary upto  &lt;#&gt; .call ms.suman  &lt;#&gt;  for telephonic interview -via indyarocks.com
0,"i'm in solihull, | do you want anything?"
0,"alright, i'll head out in a few minutes, text me where to meet you"
1,sms services for your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with stop no extra charge help 08702840625 comuk.220cm2 9ae
1,no. 1 nokia tone 4 ur mob every week! just txt nok to 87021. 1st tone free ! so get txtin now and tell ur friends. 150p/tone. 16 reply hl 4info
0,i'm so in love with you. i'm excited each day i spend with you. you make me so happy.
0,a bloo bloo bloo i'll miss the first bowl
0,oh k. . i will come tomorrow
0,"just so that you know,yetunde hasn't sent money yet. i just sent her a text not to bother sending. so its over, you dont have to involve yourself in anything. i shouldn't have imposed anything on you in the first place so for that, i apologise."
0,i got your back! do you have any dislikes in bed?
0,dont make ne plans for nxt wknd coz she wants us to come down then ok
0,oh all have to come ah?
0,then u ask darren go n pick u lor... but i oso sian tmr haf 2 meet lect...
0,sorry. you never hear unless you book it. one was kinda a joke--thet were really looking for skinny white girls. the other was one line--you can only do so much on camera with that. something like that they're casting on the look.
0,aiya we discuss later lar... pick ü up at 4 is it?
0,"the table's occupied, i'm waiting by the tree"
0,thanks for ve lovely wisheds. you rock
0,oh ok no prob..
0,hey tmr meet at bugis 930 ?
0,good evening! how are you?
0,but if she.s drinkin i'm ok.
0,i dont know exactly could you ask chechi.
0,we have pizza if u want
1,cds 4u: congratulations ur awarded £500 of cd gift vouchers or £125 gift guaranteed & freeentry 2 £100 wkly draw xt music to 87066 tncs www.ldew.com1win150ppmx3age16 
0,left dessert. u wan me 2 go suntec look 4 u?
0,i went to project centre
0,just do what ever is easier for you
0,"as i entered my cabin my pa said, '' happy b'day boss !!''. i felt special. she askd me 4 lunch. after lunch she invited me to her apartment. we went there."
0,have you bookedthe hut? and also your time off? how are you by the way?
0,she.s fine. i have had difficulties with her phone. it works with mine. can you pls send her another friend request.
0,enjoy urself tmr...
0,k go and sleep well. take rest:-).
0,"sorry, i'll call later in meeting."
0,hey. you got any mail?
0,my sort code is  and acc no is . the bank is natwest. can you reply to confirm i've sent this to the right person!
0,sad story of a man - last week was my b'day. my wife did'nt wish me. my parents forgot n so did my kids . i went to work. even my colleagues did not wish.
0,"oh mr sheffield! you wanna play that game, okay. you're the boss and i'm the nanny. you give me a raise and i'll give you one!!"
0,"today is sorry day.! if ever i was angry with you, if ever i misbehaved or hurt you? plz plz just slap urself bcoz, its ur fault, i'm basically good"
0,"had the money issue weigh me down but thanks to you, i can breathe easier now. i.ll make sure you dont regret it. thanks."
0,"yeah hopefully, if tyler can't do it i could maybe ask around a bit"
0,what's up my own oga. left my phone at home and just saw ur messages. hope you are good. have a great weekend.
0,wait.i will come out.. &lt;#&gt;  min:)
0,"* was a nice day and, impressively, i was sensible, went home early and now feel fine. or am i just boring?! when's yours, i can't remember."
0,i'm on da bus going home...
1,sunshine quiz wkly q! win a top sony dvd player if u know which country liverpool played in mid week? txt ansr to 82277. £1.50 sp:tyrone
0,"helloooo... wake up..! ""sweet"" ""morning"" ""welcomes"" ""you"" ""enjoy"" ""this day"" ""with full of joy"".. ""gud mrng""."
0,love it! i want to flood that pretty pussy with cum...
1,cashbin.co.uk (get lots of cash this weekend!) www.cashbin.co.uk dear welcome to the weekend we have got our biggest and best ever cash give away!! these..
0,"(no promises on when though, haven't even gotten dinner yet)"
1,<forwarded from 21870000>hi - this is your mailbox messaging sms alert. you have 4 messages. you have 21 matches. please call back on 09056242159 to retrieve your messages and matches
1,"did you hear about the new ""divorce barbie""? it comes with all of ken's stuff!"
0,ok no prob...
0,yes:)sura in sun tv.:)lol.
0,total video converter free download type this in google search:)
0,"sorry, i can't help you on this."
1,"auction round 4. the highest bid is now £54. next maximum bid is £71. to bid, send bids e. g. 10 (to bid £10) to 83383. good luck."
0,finally the match heading towards draw as your prediction.
0,"painful words- ""i thought being happy was the most toughest thing on earth... but, the toughest is acting happy with all unspoken pain inside.."""
0,i.ll hand her my phone to chat wit u
0,your pussy is perfect!
0,she told to hr that he want posting in chennai:)because i'm working here:)
0,happy new year to u too!
0,yo come over carlos will be here soon
0,where at were hungry too
0,hi:)did you asked to waheeda fathima about leave?
0,what today-sunday..sunday is holiday..so no work..
0,wat time u finish ur lect today?
1,get your garden ready for summer with a free selection of summer bulbs and seeds worth £33:50 only with the scotsman this saturday. to stop go2 notxt.co.uk
1,wamma get laid?want real doggin locations sent direct to your mobile? join the uks largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.
0,"when people see my msgs, they think iam addicted to msging... they are wrong, bcoz they don\'t know that iam addicted to my sweet friends..!! bslvyl"
0,if we win its really no 1 side for long time.
0,ugh just got outta class
0,beerage?
0,also tell him i said happy birthday
0,chk in ur belovd ms dict
1,you are a winner u have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) 
0,come by our room at some point so we can iron out the plan for this weekend
0,at bruce b downs &amp; fletcher now
1,"you are a £1000 winner or guaranteed caller prize, this is our final attempt to contact you! to claim call 09071517866 now! 150ppmpobox10183bhamb64xe"
1,"free msg. sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. please top up to receive the service."
0,i dont thnk its a wrong calling between us
0,shall call now dear having food
0,i will see in half an hour
0,u can call me now...
1,"congrats! 2 mobile 3g videophones r yours. call 09063458130 now! videochat wid your mates, play java games, dload polyph music, noline rentl."
0,excellent. i spent  &lt;#&gt;  years in the air force. iraq and afghanistan. i am stable and honest. do you like traveling?
0,"say this slowly.? god,i love you &amp; i need you,clean my heart with your blood.send this to ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
0,"please protect yourself from e-threats. sib never asks for sensitive information like passwords,atm/sms pin thru email. never share your password with anybody."
0,huh so slow i tot u reach long ago liao... u 2 more days only i 4 more leh...
1,no 1 polyphonic tone 4 ur mob every week! just txt pt2 to 87575. 1st tone free ! so get txtin now and tell ur friends. 150p/tone. 16 reply hl 4info
0,the search 4 happiness is 1 of d main sources of unhappiness! accept life the way it comes! u will find happiness in every moment u live.
1,18 days to euro2004 kickoff! u will be kept informed of all the latest news and results daily. unsubscribe send get euro stop to 83222.
1,check out choose your babe videos @ sms.shsex.netun fgkslpopw fgkslpo
0,yup i'm elaborating on the safety aspects and some other issues..
0,o turns out i had stereo love on mi phone under the unknown album.
1,"wan2 win a meet+greet with westlife 4 u or a m8? they are currently on what tour? 1)unbreakable, 2)untamed, 3)unkempt. text 1,2 or 3 to 83049. cost 50p +std text"
0,ü bot notes oredi... cos i juz rem i got...
0,did either of you have any idea's? do you know of anyplaces doing something?
0,then u better go sleep.. dun disturb u liao.. u wake up then msg me lor..
0,when ü login dat time... dad fetching ü home now?
0,i'll reach in ard 20 mins ok...
0,hey what happen de. are you alright.
1,sorry i missed your call let's talk when you have the time. i'm on 07090201529
0,just re read it and i have no shame but tell me how he takes it and if he runs i will blame u 4 ever!! not really 4 ever just a long time 
0,"he said that he had a right giggle when he saw u again! you would possibly be the first person2die from nvq, but think how much you could for! "
0,you dont know you jabo me abi.
0,"i'm used to it. i just hope my agents don't drop me since i've only booked a few things this year. this whole me in boston, them in nyc was an experiment."
0,ok... then r we meeting later?
0,"a boy loved a gal. he propsd bt she didnt mind. he gv lv lttrs, bt her frnds threw thm. again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. wn it was about 2 hit d girl,d boy ran like hell n saved her. she asked 'hw cn u run so fast?' d boy replied ""boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n thy lived happily 2gthr drinking boost evrydy moral of d story:- i hv free msgs:d;): gud ni8"
1,free top ringtone -sub to weekly ringtone-get 1st week free-send subpoly to 81618-?3 per week-stop sms-08718727870
0,"2 celebrate my bday, y else?"
0,joy's father is john. then john is the ____ of joy's father. if u ans ths you hav  &lt;#&gt;  iq. tis s ias question try to answer.
0,i'm home...
0,purity of friendship between two is not about smiling after reading the forwarded message..its about smiling just by seeing the name. gud evng musthu
0,dont kick coco when he's down
0,excellent! are you ready to moan and scream in ecstasy?
0,i can call in  &lt;#&gt;  min if thats ok
0,are you still getting the goods.
0,how dare you stupid. i wont tell anything to you. hear after i wont talk to you:-.
0,pls i wont belive god.not only jesus.
0,allo! we have braved the buses and taken on the trains and triumphed. i mean we‘re in b‘ham. have a jolly good rest of week
0,no problem. talk to you later
0,i'm going for bath will msg you next  &lt;#&gt;  min..
0,sen told that he is going to join his uncle finance in cbe
0,i'll text now! all creepy like so he won't think that we forgot
0,well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that i'm a weed fiend/make them smoke too much/impede their doing other things so you see how i'm hesitant
1,we tried to contact you re our offer of new video phone 750 anytime any network mins half price rental camcorder call 08000930705 or reply for delivery wed
0,you only hate me. you can call any but you didnt accept even a single call of mine. or even you messaged
0,"found it, enc  &lt;#&gt; , where you at?"
0,ard 515 like dat. y?
0,is there coming friday is leave for pongal?do you get any news from your work place.
1,we tried to call you re your reply to our sms for a video mobile 750 mins unlimited text free camcorder reply or call now 08000930705 del thurs
0,ok try to do week end course in coimbatore.
0,"it's cool, we can last a little while. getting more any time soon?"
1,"download as many ringtones as u like no restrictions, 1000s 2 choose. u can even send 2 yr buddys. txt sir to 80082 £3 "
0,i've been barred from all b and q stores for life!?this twat in orange dungerees came up to me and asked if i wanted decking? so i got the first punch in!!
0,yes. rent is very expensive so its the way we save.
0,thank you baby! i cant wait to taste the real thing...
0,i cant wait for cornwall. hope tonight isnt too bad as well but its rock night shite. anyway im going for a kip now have a good night. speak to you soon.
0,you'll never believe this but i have actually got off at taunton. wow
0,yo dude guess who just got arrested the other day
0,"if i let you do this, i want you in the house by 8am."
0,well then you have a great weekend!
0,"cha quiteamuzing thatscool babe,probpop in & cu satthen hunny 4brekkie! love jen xxx. psxtra lrg portions 4 me please "
0,"good afternoon sexy buns! how goes the job search ? i wake and you are my first thought as always, my love. i wish your fine and happy and know i adore you!"
0,"fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
0,"alright omw, gotta change my order to a half8th"
0,da is good good player.why he is unsold.
1,"claim a 200 shopping spree, just call 08717895698 now! have you won! mobstorequiz10ppm"
0,then what about further plan?
0,got it..mail panren paru..
0,yeah sure i'll leave in a min
0,prabha..i'm soryda..realy..frm heart i'm sory
0,u reach orchard already? u wan 2 go buy tickets first?
0,"hello.how u doing?what u been up 2?when will u b moving out of the flat, cos i will need to arrange to pick up the lamp, etc. take care. hello caroline!"
1,how about getting in touch with folks waiting for company? just txt back your name and age to opt in! enjoy the community (150p/sms)
0,"did he say how fantastic i am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think i would be the first person 2 die from n v q? "
1,wanna get laid 2nite? want real dogging locations sent direct to ur mobile? join the uk's largest dogging network. txt park to 69696 now! nyt. ec2a. 3lp £1.50/msg
0,nooooooo i'm gonna be bored to death all day. cable and internet outage.
0,u should have made an appointment
0,so wats ur opinion abt him and how abt is character?
0,gud mrng dear hav a nice day
0,"i can. but it will tell quite long, cos i haven't finish my film yet..."
0,i only haf msn. it's yijue@hotmail.com
0,k. did you call me just now ah? 
0,doing my masters. when will you buy a bb cos i have for sale and how's bf
0,"helloooo... wake up..! ""sweet"" ""morning"" ""welcomes"" ""you"" ""enjoy"" ""this day"" ""with full of joy"".. ""gud mrng""."
0,hey! congrats 2u2. id luv 2 but ive had 2 go home!
0,yeah that'd pretty much be the best case scenario
1,free for 1st week! no1 nokia tone 4 ur mobile every week just txt nokia to 8077 get txting and tell ur mates. www.getzed.co.uk pobox 36504 w45wq 16+ norm150p/tone
0,"mum, hope you are having a great day. hoping this text meets you well and full of life. have a great day. abiola"
0,boy; i love u grl: hogolo boy: gold chain kodstini grl: agalla boy: necklace madstini grl: agalla boy: hogli 1 mutai eerulli kodthini! grl: i love u kano;-)
0,sounds better than my evening im just doing my costume. im not sure what time i finish tomorrow but i will txt you at the end.
0,how would my ip address test that considering my computer isn't a minecraft server
0,pls help me tell ashley that i cant find her number oh
0,may i call you later pls
0,i'm thinking that chennai forgot to come for auction..
0,"k, want us to come by now?"
1,had your mobile 11mths ? update for free to oranges latest colour camera mobiles & unlimited weekend calls. call mobile upd8 on freefone 08000839402 or 2stoptxt
1,"ur balance is now £600. next question: complete the landmark, big, a. bob, b. barry or c. ben ?. text a, b or c to 83738. good luck!"
0,"k, fyi i'm back in my parents' place in south tampa so i might need to do the deal somewhere else"
0,hows the pain dear?y r u smiling?
0,host-based idps for linux systems.
0,oh sorry please its over
0,anytime lor...
0,yo! howz u? girls never rang after india. l
0,ok pa. nothing problem:-)
0,pls send me your address sir.
0,"good afternoon, babe. how goes that day ? any job prospects yet ? i miss you, my love ... *sighs* ... :-("
0,hi my darlin im on my way to london and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx
0," said kiss, kiss, i can't do the sound effects! he is a gorgeous man isn't he! kind of person who needs a smile to brighten his day! "
1,bloomberg -message center +447797706009 why wait? apply for your future http://careers. bloomberg.com
0,for the first time in the history 'need' 'comfort' and 'luxury' are sold at same price in india..!! onion-rs. &lt;#&gt;  petrol-rs. &lt;#&gt;  beer-rs. &lt;#&gt;  shesil  &lt;#&gt;
0,"it's fine, imma get a drink or somethin. want me to come find you?"
0,i just really need shit before tomorrow and i know you won't be awake before like 6
0,yo guess what i just dropped
0,haha but no money leh... later got to go for tuition... haha and looking for empty slots for driving lessons
1,88066 from 88066 lost 3pound help
0,yup... how ü noe leh...
0,i'm done. c ü there.
0,hi baby ive just got back from work and i was wanting to see u allday! i hope i didnt piss u off on the phone today. if u are up give me a call xxx
0,ha... u jus ate honey ar? so sweet...
0,yavnt tried yet and never played original either
0,eat jap done oso aft ur lect wat... ü got lect at 12 rite... 
0,"7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st ""ur lovely friendship""... good morning dear"
0,u say leh... of course nothing happen lar. not say v romantic jus a bit only lor. i thk e nite scenery not so nice leh.
0,"aight i've been set free, think you could text me blake's address? it occurs to me i'm not quite as sure what i'm doing as i thought i was"
0,"oh... haha... den we shld had went today too... gee, nvm la... kaiez, i dun mind goin jazz oso... scared hiphop open cant catch up... "
1,"hot live fantasies call now 08707509020 just 20p per min ntt ltd, po box 1327 croydon cr9 5wb 0870..k"
0,yeah like if it goes like it did with my friends imma flip my shit in like half an hour
0,wat time do u wan 2 meet me later?
0,dude we should go sup again
0,that's cause your old. i live to be high.
1,private! your 2003 account statement for 078
0,also are you bringing galileo or dobby
0,are you coming to day for class.
0,dad says hurry the hell up
0,"aight fuck it, i'll get it later"
0,dear :-/ why you mood off. i cant drive so i brother to drive
0,pls accept me for one day. or am begging you change the number.
0,get ready to moan and scream :)
0,i pocked you up there before
1,buy space invaders 4 a chance 2 win orig arcade game console. press 0 for games arcade (std wap charge) see o2.co.uk/games 4 terms + settings. no purchase
0,and popping &lt;#&gt; ibuprofens was no help.
0,lol no. i just need to cash in my nitros. hurry come on before i crash out!
0,"that's fine, have him give me a call if he knows what he wants or has any questions"
1,hey i am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698
0,which is why i never wanted to tell you any of this. which is why i'm so short with you and on-edge as of late.
0,lil fever:) now fine:)
0,i don't think he has spatula hands!
0,no i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans
1,"will u meet ur dream partner soon? is ur career off 2 a flyng start? 2 find out free, txt horo followed by ur star sign, e. g. horo aries"
1,winner!! as a valued network customer you have been selected to receivea £900 prize reward! to claim call 09061701461. claim code kl341. valid 12 hours only.
0,"well imma definitely need to restock before thanksgiving, i'll let you know when i'm out"
0,indeed and by the way it was either or - not both !
1,you'll not rcv any more msgs from the chat svc. for free hardcore services text go to: 69988 if u get nothing u must age verify with yr network & try again
0,he telling not to tell any one. if so treat for me hi hi hi
0,ok lar... joking wif u oni...
0,"new theory: argument wins d situation, but loses the person. so dont argue with ur friends just.. . . . kick them &amp; say, i'm always correct.!"
0,i want snow. it's just freezing and windy.
0,my house here e sky quite dark liao... if raining then got excuse not 2 run already rite... hee...
0,piss is talking is someone that realise u that point this at is it.(now read it backwards)
0,i dont understand your message.
0,"velly good, yes please!"
0,ü takin linear algebra today?
1,"themob> check out our newest selection of content, games, tones, gossip, babes and sport, keep your mobile fit and funky text wap to 82468"
0,alrite sam its nic just checkin that this is ur number-so is it?t.b*
0,i emailed yifeng my part oredi.. can ü get it fr him..
0,"thanx. yup we coming back on sun. finish dinner going back 2 hotel now. time flies, we're tog 4 exactly a mth today. hope we'll haf many more mths to come..."
0,"how about clothes, jewelry, and trips?"
0,as in different styles?
0,captain vijaykanth is doing comedy in captain tv..he is drunken :)
0,let me know when you've got the money so carlos can make the call
0,oops my phone died and i didn't even know. yeah i like it better.
0,thanx 4 e brownie it's v nice...
0,hi darlin im missin u hope you are having a good time. when are u back and what time if u can give me a call at home. jess xx
0,yup...
0,im realy soz imat my mums 2nite what about 2moro 
0,hey gals.. anyone of u going down to e driving centre tmr?
0,any way where are you and what doing.
0,"yup. anything lor, if u dun wan it's ok..."
0,i actually did for the first time in a while. i went to bed not too long after i spoke with you. woke up at 7. how was your night?
0,hi' test on  &lt;#&gt; rd ....
0,i realise you are a busy guy and i'm trying not to be a bother. i have to get some exams outta the way and then try the cars. do have a gr8 day
0,"aight, tomorrow around  &lt;#&gt;  it is"
0,leave it wif me lar... ü wan to carry meh so heavy... is da num 98321561 familiar to ü?
0,i was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. that  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. every dime so for me to expect anything from you is not practical. something like that.
0,"happy or sad , one thing about past is- ""its no more"" good morning :-):-)."
0,hi its kate can u give me a ring asap xxx
0,is it ok if i stay the night here? xavier has a sleeping bag and i'm getting tired
0,here is my new address -apples&pairs&all that malarky
0,i will send them to your email. do you mind  &lt;#&gt;  times per night?
0,"hi, my love! how goes that day? fuck, this morning i woke and dropped my cell on the way down the stairs but it seems alright ... *phews* i miss you !"
0,o shore are you takin the bus
1,ur balance is now £500. ur next question is: who sang 'uptown girl' in the 80's ? 2 answer txt ur answer to 83600. good luck!
0,oh shut it. omg yesterday i had a dream that i had 2 kids both boys. i was so pissed. not only about the kids but them being boys. i even told mark in my dream that he was changing diapers cause i'm not getting owed in the face.
0,shb b ok lor... thanx...
0,lolnice. i went from a fish to ..water.?
0,if anyone calls for a treadmill say you'll buy it. make sure its working. i found an ad on craigslist selling for $ &lt;#&gt; .
0,dunno cos i was v late n when i reach they inside already... but we ate spageddies lor... it's e gals who r laughing at me lor...
0,i cant pick the phone right now. pls send a message
0,and smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*
0,y she dun believe leh? i tot i told her it's true already. i thk she muz c us tog then she believe.
0,lol yes. but it will add some spice to your day.
0,wif my family booking tour package.
0,then we wait 4 u lor... no need 2 feel bad lar...
0,why de. you looking good only:-)..
0,i've got it down to a tea. not sure which flavour
1,december only! had your mobile 11mths+? you are entitled to update to the latest colour camera mobile for free! call the mobile update vco free on 08002986906 
0,yay! you better not have told that to 5 other girls either.
1,"today's offer! claim ur £150 worth of discount vouchers! text yes to 85023 now! savamob, member offers mobile! t cs 08717898035. £3.00 sub. 16 . unsub reply x"
0,send me the new number
0,a guy who gets used but is too dumb to realize it.
0,no sir. that's why i had an 8-hr trip on the bus last week. have another audition next wednesday but i think i might drive this time.
1,"congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! c suprman v, matrix3, starwars3, etc all 4 free! bx420-ip4-5we. 150pm. dont miss out! "
0,"sorry, i guess whenever i can get a hold of my connections, maybe an hour or two? i'll text you"
0,"arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin bite me, bite me."
0,oh :-)only 4 outside players allowed to play know
1,urgent! your mobile number has been awarded with a £2000 prize guaranteed. call 09061790121 from land line. claim 3030. valid 12hrs only 150ppm
0,"erm... woodland avenue somewhere. do you get the parish magazine, his telephone number will be in there."
0,"fyi i'm at usf now, swing by the room whenever"
0,happy new year my dear brother. i really do miss you. just got your number and decided to send you this text wishing you only happiness. abiola
0,"i'm taking derek &amp; taylor to walmart, if i'm not back by the time you're done just leave the mouse on my desk and i'll text you when priscilla's ready"
0, what number do u live at? is it 11?
0,"yalru lyfu astne chikku.. bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-d"
0,"ok da, i already planned. i wil pick you."
0,ard 530 like dat lor. we juz meet in mrt station then ü dun haf to come out.
